Player,Resolve_Status,Resolve_Method,Resolve_Reason,BRef_Register_ID,BRef_Register_URL,Birth_Year,Birth_Country,Birth_State,Chadwick_Name
Kristian Robinson,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1996; minor_id=robins000kri; attempts=exact_full_name=1,robins000kri,https://www.baseball-reference.com/register/player.fcgi?id=robins000kri,2000.0,,,Kristian Robinson
Masyn Winn,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=winn--000mas; attempts=exact_full_name=1,winn--000mas,https://www.baseball-reference.com/register/player.fcgi?id=winn--000mas,2002.0,,,Masyn Winn
Theo Gillen,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=gillen000the; attempts=exact_full_name=1,gillen000the,https://www.baseball-reference.com/register/player.fcgi?id=gillen000the,2005.0,,,Theo Gillen
Edwin Arroyo,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=arroyo001edw; attempts=exact_full_name=2,arroyo001edw,https://www.baseball-reference.com/register/player.fcgi?id=arroyo001edw,2003.0,,,Edwin Arroyo
Estevan Florial,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=floria000est; attempts=exact_full_name=1,floria000est,https://www.baseball-reference.com/register/player.fcgi?id=floria000est,1997.0,,,Estevan Florial
Jeter Downs,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=downs-000jet; attempts=exact_full_name=1,downs-000jet,https://www.baseball-reference.com/register/player.fcgi?id=downs-000jet,1998.0,,,Jeter Downs
Joe Mack,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2002.0; approx_birth_year=2003; minor_id=mack--004jos; attempts=exact_full_name=2,mack--004jos,https://www.baseball-reference.com/register/player.fcgi?id=mack--004jos,2002.0,,,Joe Mack
Luis Campusano,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=campus002lui; attempts=exact_full_name=2,campus002lui,https://www.baseball-reference.com/register/player.fcgi?id=campus002lui,1998.0,,,Luis Campusano
Yordan Alvarez,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=alvare000yor; attempts=exact_full_name=1,alvare000yor,https://www.baseball-reference.com/register/player.fcgi?id=alvare000yor,1997.0,,,Yordan Álvarez
Bryson Stott,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1994; minor_id=stott-000bry; attempts=exact_full_name=1,stott-000bry,https://www.baseball-reference.com/register/player.fcgi?id=stott-000bry,1997.0,,,Bryson Stott
Eduardo Tait,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=tait--000edu; attempts=exact_full_name=1,tait--000edu,https://www.baseball-reference.com/register/player.fcgi?id=tait--000edu,2006.0,,,Eduardo Tait
Jett Williams,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=willia000jet; attempts=exact_full_name=1,willia000jet,https://www.baseball-reference.com/register/player.fcgi?id=willia000jet,2003.0,,,Jett Williams
Vidal Bruján,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=brujan000vid; attempts=exact_full_name=1,brujan000vid,https://www.baseball-reference.com/register/player.fcgi?id=brujan000vid,1998.0,,,Vidal Bruján
Aaron Judge,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1992.0; approx_birth_year=1983; minor_id=judge-001aar; attempts=exact_full_name=1,judge-001aar,https://www.baseball-reference.com/register/player.fcgi?id=judge-001aar,1992.0,,,Aaron Judge
Bryce Rainer,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=rainer000bry; attempts=exact_full_name=1,rainer000bry,https://www.baseball-reference.com/register/player.fcgi?id=rainer000bry,2005.0,,,Bryce Rainer
Elijah Green,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2003.0; approx_birth_year=2001; minor_id=green-002eli; attempts=exact_full_name=2,green-002eli,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,2003.0,,,Elijah Green
Jordan Groshans,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=grosha000jor; attempts=exact_full_name=1,grosha000jor,https://www.baseball-reference.com/register/player.fcgi?id=grosha000jor,1999.0,,,Jordan Groshans
Tyler Black,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=black-001tyl; attempts=exact_full_name=6,black-001tyl,https://www.baseball-reference.com/register/player.fcgi?id=black-001tyl,2000.0,,,Tyler Black
Angel Genao,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=genao-001ang; attempts=exact_full_name=2,genao-001ang,https://www.baseball-reference.com/register/player.fcgi?id=genao-001ang,2004.0,,,Angel Genao
Anthony Alford,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1987; minor_id=alford000ant; attempts=exact_full_name=1,alford000ant,https://www.baseball-reference.com/register/player.fcgi?id=alford000ant,1994.0,,,Anthony Alford
George Valera,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=valera000geo; attempts=exact_full_name=1,valera000geo,https://www.baseball-reference.com/register/player.fcgi?id=valera000geo,2000.0,,,George Valera
Jorge Mateo,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=mateo-000jor; attempts=exact_full_name=1,mateo-000jor,https://www.baseball-reference.com/register/player.fcgi?id=mateo-000jor,1995.0,,,Jorge Mateo
Owen Caissie,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=caissi000owe; attempts=exact_full_name=1,caissi000owe,https://www.baseball-reference.com/register/player.fcgi?id=caissi000owe,2002.0,,,Owen Caissie
Blake Mitchell,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=mitche003bla; attempts=exact_full_name=6,mitche003bla,https://www.baseball-reference.com/register/player.fcgi?id=mitche003bla,2004.0,,,Blake Mitchell
Brady House,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=house-000bra; attempts=exact_full_name=1,house-000bra,https://www.baseball-reference.com/register/player.fcgi?id=house-000bra,2003.0,,,Brady House
Michael Arroyo,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=arroyo001mic; attempts=exact_full_name=2,arroyo001mic,https://www.baseball-reference.com/register/player.fcgi?id=arroyo001mic,2004.0,,,Michael Arroyo
Josh Lowe,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=lowe--000jos; attempts=exact_full_name=1,lowe--000jos,https://www.baseball-reference.com/register/player.fcgi?id=lowe--000jos,1998.0,,,Josh Lowe
Nick Gordon,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=gordon000nic; attempts=exact_full_name=2,gordon000nic,https://www.baseball-reference.com/register/player.fcgi?id=gordon000nic,1995.0,,,Nick Gordon
MJ Melendez,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=melend000mj-; attempts=exact_full_name=1,melend000mj-,https://www.baseball-reference.com/register/player.fcgi?id=melend000mj-,1998.0,,,MJ Melendez
Michael Busch,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1996; minor_id=busch-002mic; attempts=exact_full_name=1,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,Michael Busch
Nico Hoerner,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=hoerne000nic; attempts=exact_full_name=1,hoerne000nic,https://www.baseball-reference.com/register/player.fcgi?id=hoerne000nic,1997.0,,,Nico Hoerner
Pete Alonso,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1988; minor_id=alonso000pet; attempts=exact_full_name=1,alonso000pet,https://www.baseball-reference.com/register/player.fcgi?id=alonso000pet,1994.0,,,Pete Alonso
Xavier Isaac,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=isaac-000xav; attempts=exact_full_name=1,isaac-000xav,https://www.baseball-reference.com/register/player.fcgi?id=isaac-000xav,2003.0,,,Xavier Isaac
Brandon Marsh,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1997.0; approx_birth_year=1993; minor_id=marsh-000bra; attempts=exact_full_name=2,marsh-000bra,https://www.baseball-reference.com/register/player.fcgi?id=marsh-000bra,1997.0,,,Brandon Marsh
Franklin Barreto,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=barret004fra; attempts=exact_full_name=1,barret004fra,https://www.baseball-reference.com/register/player.fcgi?id=barret004fra,1996.0,,,Franklin Barreto
Oswald Peraza,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=peraza002osw; attempts=exact_full_name=1,peraza002osw,https://www.baseball-reference.com/register/player.fcgi?id=peraza002osw,2000.0,,,Oswald Peraza
Billy Carlson,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=carlso000bil; attempts=exact_full_name=1,carlso000bil,https://www.baseball-reference.com/register/player.fcgi?id=carlso000bil,2006.0,,,Billy Carlson
Drew Gilbert,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=gilber002and; attempts=exact_full_name=2,gilber002and,https://www.baseball-reference.com/register/player.fcgi?id=gilber002and,2000.0,,,Drew Gilbert
Jonathan India,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1990; minor_id=india-000joh; attempts=exact_full_name=1,india-000joh,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,1996.0,,,Jonathan India
Logan O'Hoppe,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1997; minor_id=ohoppe000log; attempts=exact_full_name=1,ohoppe000log,https://www.baseball-reference.com/register/player.fcgi?id=ohoppe000log,2000.0,,,Logan O'Hoppe
Willie Calhoun,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1987; minor_id=calhou003wil; attempts=exact_full_name=1,calhou003wil,https://www.baseball-reference.com/register/player.fcgi?id=calhou003wil,1994.0,,,Willie Calhoun
Endy Rodríguez,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=rodrig001end; attempts=exact_full_name=2,rodrig001end,https://www.baseball-reference.com/register/player.fcgi?id=rodrig001end,2000.0,,,Endy Rodríguez
Nick Yorke,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=1998; minor_id=yorke-000nic; attempts=exact_full_name=1,yorke-000nic,https://www.baseball-reference.com/register/player.fcgi?id=yorke-000nic,2002.0,,,Nick Yorke
Arjun Nimmala,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=nimmal000arj; attempts=exact_full_name=1,nimmal000arj,https://www.baseball-reference.com/register/player.fcgi?id=nimmal000arj,2005.0,,,Arjun Nimmala
Evan White,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1996.0; approx_birth_year=1990; minor_id=white-002eva; attempts=exact_full_name=3,white-002eva,https://www.baseball-reference.com/register/player.fcgi?id=white-002eva,1996.0,,,Evan White
Cooper Pratt,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=pratt-000coo; attempts=exact_full_name=1,pratt-000coo,https://www.baseball-reference.com/register/player.fcgi?id=pratt-000coo,2004.0,,,Cooper Pratt
Emil Morales,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=morale003emi; attempts=exact_full_name=1,morale003emi,https://www.baseball-reference.com/register/player.fcgi?id=morale003emi,2006.0,,,Emil Morales
Andrés Giménez,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1992; minor_id=gimene000and; attempts=exact_full_name=1,gimene000and,https://www.baseball-reference.com/register/player.fcgi?id=gimene000and,1998.0,,,Andrés Giménez
Luis Hernández,resolved,chadwick_name_match_with_minor_id,matches=35; selected_birth_year=2007.0; approx_birth_year=2009; minor_id=hernan036lui; attempts=exact_full_name=35,hernan036lui,https://www.baseball-reference.com/register/player.fcgi?id=hernan036lui,2007.0,,,Luis Hernandez
Cam Smith,resolved,chadwick_name_match_with_minor_id,matches=7; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=smith-014cam; attempts=exact_full_name=7,smith-014cam,https://www.baseball-reference.com/register/player.fcgi?id=smith-014cam,2003.0,,,Cam Smith
Kevin Newman,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=newman000kev; attempts=exact_full_name=1,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,Kevin Newman
Kyle Manzardo,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=manzar000kyl; attempts=exact_full_name=1,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,Kyle Manzardo
Ralphy Velazquez,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2006; minor_id=velazq000ral; attempts=exact_full_name=1,velazq000ral,https://www.baseball-reference.com/register/player.fcgi?id=velazq000ral,2005.0,,,Ralphy Velazquez
Shea Langeliers,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1994; minor_id=langel000she; attempts=exact_full_name=1,langel000she,https://www.baseball-reference.com/register/player.fcgi?id=langel000she,1997.0,,,Shea Langeliers
Jace Jung,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1999; minor_id=jung--002jac; attempts=exact_full_name=1,jung--002jac,https://www.baseball-reference.com/register/player.fcgi?id=jung--002jac,2000.0,,,Jace Jung
Jaison Chourio,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=chouri000jai; attempts=exact_full_name=1,chouri000jai,https://www.baseball-reference.com/register/player.fcgi?id=chouri000jai,2005.0,,,Jaison Chourio
Jazz Chisholm Jr.,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1993; minor_id=chisho000jas; attempts=exact_full_name=1,chisho000jas,https://www.baseball-reference.com/register/player.fcgi?id=chisho000jas,1998.0,,,Jazz Chisholm
Jacob Berry,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=berry-003jac; attempts=exact_full_name=2,berry-003jac,https://www.baseball-reference.com/register/player.fcgi?id=berry-003jac,2001.0,,,Jacob Berry
Luke Keaschall,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=keasch000luk; attempts=exact_full_name=1,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,Luke Keaschall
Gavin Cross,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=cross-000gav; attempts=exact_full_name=1,cross-000gav,https://www.baseball-reference.com/register/player.fcgi?id=cross-000gav,2001.0,,,Gavin Cross
Nick Pratto,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=pratto000nic; attempts=exact_full_name=1,pratto000nic,https://www.baseball-reference.com/register/player.fcgi?id=pratto000nic,1998.0,,,Nick Pratto
Ronny Mauricio,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=mauric000ron; attempts=exact_full_name=1,mauric000ron,https://www.baseball-reference.com/register/player.fcgi?id=mauric000ron,2001.0,,,Ronny Mauricio
Dominic Smith,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1995.0; approx_birth_year=1987; minor_id=smith-000dom; attempts=exact_full_name=3,smith-000dom,https://www.baseball-reference.com/register/player.fcgi?id=smith-000dom,1995.0,,,Dominic Smith
Drake Baldwin,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=2000; minor_id=baldwi000dra; attempts=exact_full_name=1,baldwi000dra,https://www.baseball-reference.com/register/player.fcgi?id=baldwi000dra,2001.0,,,Drake Baldwin
Heliot Ramos,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=ramos-000hel; attempts=exact_full_name=1,ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,1999.0,,,Heliot Ramos
Joey Ortiz,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1997; minor_id=ortiz-002joe; attempts=exact_full_name=1,ortiz-002joe,https://www.baseball-reference.com/register/player.fcgi?id=ortiz-002joe,1998.0,,,Joey Ortiz
Luis Matos,resolved,chadwick_name_match_with_minor_id,matches=8; selected_birth_year=1999.0; approx_birth_year=1998; minor_id=matos-005lui; attempts=exact_full_name=8,matos-005lui,https://www.baseball-reference.com/register/player.fcgi?id=matos-005lui,1999.0,,,Luis Matos
Bo Naylor,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1997; minor_id=naylor000noa; attempts=exact_full_name=1,naylor000noa,https://www.baseball-reference.com/register/player.fcgi?id=naylor000noa,2000.0,,,Bo Naylor
Garrett Mitchell,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1994; minor_id=mitche005gar; attempts=exact_full_name=1,mitche005gar,https://www.baseball-reference.com/register/player.fcgi?id=mitche005gar,1998.0,,,Garrett Mitchell
Jake Bauers,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=bauers000jak; attempts=exact_full_name=1,bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,Jake Bauers
Jhonny Level,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2007.0; approx_birth_year=2007; minor_id=level-000jho; attempts=exact_full_name=1,level-000jho,https://www.baseball-reference.com/register/player.fcgi?id=level-000jho,2007.0,,,Jhonny Level
Justin Crawford,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2003; minor_id=crawfo000jus; attempts=exact_full_name=1,crawfo000jus,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jus,2004.0,,,Justin Crawford
Yusniel Díaz,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1990; minor_id=efrain000yun; attempts=exact_full_name=1,efrain000yun,https://www.baseball-reference.com/register/player.fcgi?id=efrain000yun,1996.0,,,Yusniel Díaz
Danny Jansen,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=jansen000dan; attempts=exact_full_name=1,jansen000dan,https://www.baseball-reference.com/register/player.fcgi?id=jansen000dan,1995.0,,,Danny Jansen
Isan Díaz,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=diaz--000isa; attempts=exact_full_name=1,diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,1996.0,,,Isan Díaz
Kevin Alcántara,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=alcant000kev; attempts=exact_full_name=1,alcant000kev,https://www.baseball-reference.com/register/player.fcgi?id=alcant000kev,2002.0,,,Kevin Alcántara
Michael Harris II,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=harris010mic; attempts=exact_full_name=3,harris010mic,https://www.baseball-reference.com/register/player.fcgi?id=harris010mic,2001.0,,,Michael Harris
Miguel Andujar,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1995.0; approx_birth_year=1987; minor_id=anduja000mig; attempts=exact_full_name=2,anduja000mig,https://www.baseball-reference.com/register/player.fcgi?id=anduja000mig,1995.0,,,Miguel Andújar
Steele Hall,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2007.0; approx_birth_year=2008; minor_id=hall--001ste; attempts=exact_full_name=1,hall--001ste,https://www.baseball-reference.com/register/player.fcgi?id=hall--001ste,2007.0,,,Steele Hall
Edgar Quero,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=quero-000edg; attempts=exact_full_name=1,quero-000edg,https://www.baseball-reference.com/register/player.fcgi?id=quero-000edg,2003.0,,,Edgar Quero
Luisangel Acuña,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=acuna-003jos; attempts=exact_full_name=1,acuna-003jos,https://www.baseball-reference.com/register/player.fcgi?id=acuna-003jos,2002.0,,,Luisangel Acuña
Brayden Taylor,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=taylor010bra; attempts=exact_full_name=3,taylor010bra,https://www.baseball-reference.com/register/player.fcgi?id=taylor010bra,2002.0,,,Brayden Taylor
Jesse Winker,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1986; minor_id=winker001jes; attempts=exact_full_name=1,winker001jes,https://www.baseball-reference.com/register/player.fcgi?id=winker001jes,1993.0,,,Jesse Winker
Josue Briceño,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=bricen003jos; attempts=exact_full_name=1,bricen003jos,https://www.baseball-reference.com/register/player.fcgi?id=bricen003jos,2004.0,,,Josue Briceño
Andy Pages,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1998; minor_id=pages-001and; attempts=exact_full_name=1,pages-001and,https://www.baseball-reference.com/register/player.fcgi?id=pages-001and,2000.0,,,Andy Pages
Christian Moore,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=moore-008chr; attempts=exact_full_name=3,moore-008chr,https://www.baseball-reference.com/register/player.fcgi?id=moore-008chr,2002.0,,,Christian Moore
Joshua Báez,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=baez--007jos; attempts=exact_full_name=1,baez--007jos,https://www.baseball-reference.com/register/player.fcgi?id=baez--007jos,2003.0,,,Joshua Báez
Cam Collier,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2004.0; approx_birth_year=2004; minor_id=collie001cam; attempts=exact_full_name=2,collie001cam,https://www.baseball-reference.com/register/player.fcgi?id=collie001cam,2004.0,,,Cam Collier
Moisés Ballesteros,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=balles000moi; attempts=exact_full_name=1,balles000moi,https://www.baseball-reference.com/register/player.fcgi?id=balles000moi,2003.0,,,Moisés Ballesteros
